92, 0, 41.496689, -86.322052, 239.38, 0.00, 1, 0.00, 1500, 1500, 1500, 157.50, 14423.75, 6.25, 14401.25
93, 0, 41.496689, -86.322052, 238.63, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14426.25, 7.50, 14426.25
94, 0, 41.496689, -86.322052, 240.51, 0.00, 1, 0.00, 1500, 1500, 1500, 226.25, 14415.00, 6.25, 14422.50
95, 0, 41.496689, -86.322060, 240.54, 0.00, 1, 0.00, 1500, 1500, 1500, 96.25, 14435.00, 7.50, 14430.00
96, 0, 41.496689, -86.322060, 239.51, 0.00, 1, 0.00, 1500, 1500, 1500, 161.25, 14426.25, 6.25, 14427.50
97, 0, 41.496689, -86.322060, 239.15, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14428.75, 6.25, 14428.75
98, 0, 41.496691, -86.322060, 241.15, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14428.75, 6.25, 14427.50
99, 0, 41.496691, -86.322060, 237.38, 0.00, 1, 0.00, 1500, 1500, 1500, 148.75, 14431.25, 7.50, 14427.50
101, 0, 41.496691, -86.322067, 237.94, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14431.25, 7.50, 14427.50
102, 0, 41.496691, -86.322067, 237.12, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14430.00, 6.25, 14425.00
103, 0, 41.496691, -86.322067, 239.61, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14427.50, 7.50, 14426.25
104, 0, 41.496693, -86.322060, 239.62, 0.00, 1, 0.00, 1500, 1500, 1500, 158.75, 14428.75, 7.50, 14425.00
105, 0, 41.496695, -86.322060, 237.65, 0.00, 1, 0.00, 1500, 1500, 1500, 147.50, 14427.50, 7.50, 14422.50
106, 0, 41.496695, -86.322060, 241.00, 0.00, 1, 0.00, 1500, 1500, 1500, 157.50, 14431.25, 7.50, 14427.50
107, 0, 41.496695, -86.322060, 238.31, 0.00, 1, 0.00, 1500, 1500, 1500, 160.00, 14427.50, 5.00, 14425.00
108, 0, 41.496695, -86.322060, 242.77, 0.00, 1, 0.00, 1500, 1500, 1500, 162.50, 14431.25, 6.25, 14427.50
109, 0, 41.496696, -86.322060, 239.73, 0.00, 1, 0.00, 1500, 1500, 1500, 150.00, 14430.00, 7.50, 14427.50
110, 0, 41.496695, -86.322060, 240.07, 0.00, 1, 0.00, 1500, 1500, 1500, 148.75, 14431.25, 7.50, 14425.00
111, 0, 41.496695, -86.322060, 236.91, 0.00, 1, 0.00, 1500, 1500, 1500, 153.75, 14432.50, 7.50, 14430.00
112, 0, 41.496696, -86.322060, 240.42, 0.00, 1, 0.00, 1500, 1500, 1500, 152.50, 14428.75, 5.00, 14425.00
114, 0, 41.496696, -86.322060, 238.27, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14426.25, 6.25, 14425.00
115, 0, 41.496695, -86.322052, 238.86, 0.00, 1, 0.00, 1500, 1500, 1500, 156.25, 14428.75, 7.50, 14425.00
116, 0, 41.496695, -86.322052, 240.42, 0.00, 1, 0.00, 1500, 1500, 1500, 251.25, 14422.50, 6.25, 14423.75
117, 0, 41.496695, -86.322052, 240.94, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14423.75, 7.50, 14426.25
118, 0, 41.496695, -86.322052, 237.04, 0.00, 1, 0.00, 1500, 1500, 1500, 157.50, 14430.00, 6.25, 14426.25
119, 0, 41.496695, -86.322052, 238.94, 0.00, 1, 0.00, 1500, 1500, 1500, -16.25, 14438.75, 7.50, 14435.00
120, 0, 41.496695, -86.322052, 238.37, 0.00, 1, 0.00, 1500, 1500, 1500, 151.25, 14430.00, 6.25, 14427.50
121, 0, 41.496693, -86.322052, 240.97, 0.00, 1, 0.00, 1500, 1500, 1500, 160.00, 14428.75, 6.25, 14427.50
